study,subject_nr,gender,age,race,condition,bp_ts,ba_ts,bp_rec,ba_rec,bp_tj,ba_tj,feel_ts,feel_tj,avoid_ts,avoid_tj,EQ_mean
1,146,Female,19,White,bp_ts,0.5,0.5,0.5,0.5,0.27,0.27,1,4,1,4,3.454545455
1,147,Female,21,Asian,ba_tj,1,0,1,0,1,0.25,4,4,2,1,2.646464646
1,148,Female,19,White,ba_tj,0.25,0.25,1,0.17,0,0,4,4,3,5,1.98989899
1,149,Female,18,White,bp_tj,0.5,0,0,0,0,0,2,2,3,1,2.732323232
1,150,Male,19,Asian,ba_ts,0.5,1,1,1,0,0,2,5,1,5,2.055555556
1,151,Male,NA,White,ba_rec,0.17,0,0.17,0,0,0,5,3,3,1,3.121212121
1,152,Female,18,White,bp_rec,0.5,0.25,1,0.17,0.17,0,2,5,1,3,2.227272727
1,153,Female,18,White,ba_tj,1,0.17,1,0.17,1,0.83,4,4,1,1,2.898989899
1,154,Female,18,White,ba_ts,1,0.5,1,0.6,0,0,3,4,1,3,2.085858586
1,155,Female,19,White,bp_rec,0.5,0.5,1,1,1,1,3,3,3,3,2.666666667
1,156,Female,20,White,ba_rec,0,0,0,0,0.17,0.17,4,4,1,1,3.085858586
1,157,Female,20,White,bp_ts,0.25,0,0.25,0,0.17,0,2,3,1,1,2.419191919
1,158,Female,19,White,bp_tj,NA,0.25,0,0,0,0,4,4,1,1,2.272727273
1,159,Female,19,White,bp_tj,0,0,0,0,0,0,4,4,5,1,2.5
1,160,Female,20,White,ba_rec,1,0,1,0,1,1,4,2,3,3,2.782828283
1,161,Female,21,White,ba_tj,1,1,1,1,1,1,1,3,3,3,2.116161616
1,162,Female,19,White,bp_ts,0,0,0,0,0.17,0.17,5,1,3,1,2.505050505
1,163,Male,25,"1,2",bp_rec,0,0,0,0,0.17,0.17,4,3,3,3,2.898989899
1,164,Female,20,White,ba_ts,1,1,0,1,0.5,0.5,5,1,5,1,2.727272727
1,165,Female,19,Hispanic,bp_rec,0,1,0,1,0,0,5,6,4,5,3.414141414
1,166,Female,21,Other,ba_tj,0.5,0.25,1,0,0,0,4,4,3,3,3.484848485
1,167,Female,20,White,ba_ts,0.5,0.5,0.5,0.5,0,0,2,5,1,5,3.252525253
1,168,Female,18,White,bp_ts,1,1,1,1,1,1,1,1,1,1,2.843434343
1,169,Female,18,White,ba_rec,0.25,0.25,0,0,1,1,4,3,4,1,1.717171717
1,170,Female,18,White,bp_tj,1,0.25,2,0.25,1.45,0,5,5,1,1,2.02020202
1,171,Female,19,White,ba_rec,0.25,0.25,0,0,0.17,0.17,6,5,5,5,2.838383838
1,172,Female,20,White,ba_tj,1,1,1.17,1.17,1.17,1.17,5,5,1,1,3.04040404
1,173,Male,19,White,bp_tj,1,1,0.17,0.17,0.17,0.17,4,3,1,4,2.843434343
1,174,Female,19,White,bp_ts,0.25,0.25,0.17,0.17,0.17,0.25,3,4,1,1,2.525252525
1,175,Female,19,White,bp_rec,0.25,0.25,0,0,0,0,3,5,1,1,1.888888889
1,176,Female,19,White,ba_ts,0,0,0,0,0.17,0.17,3,3,4,1,2.803030303
1,177,Female,21,White,ba_tj,0,0,0,0,0,0,4,2,5,1,2.570707071
1,178,Male,19,White,bp_tj,1,1,1,1,1,1,3,2,1,1,2.898989899
1,179,Male,19,White,ba_rec,1,0,1,1,0,0,4,3,1,1,2.51010101
1,180,Female,20,Hispanic,bp_ts,1.17,0.25,1.17,0,1.17,0,3,2,1,3,3.666666667
1,181,Male,18,White,ba_ts,0.5,0,0.25,0,0.5,0,3,2,5,2,2.565656566
1,182,Male,18,White,bp_rec,0.25,0,0.17,0,0.17,0.17,5,1,3,1,2.46969697
1,183,Female,20,White,bp_rec,0,0.5,1,0,0.25,0.5,5,4,3,3,2.994949495
1,184,Male,18,White,ba_rec,0.25,0.25,1,0.17,0.17,1,3,2,1,2,2.712121212
1,185,Female,18,White,bp_tj,0.5,0.25,0,0.25,0.5,0,2,5,1,1,2.232323232
1,186,Male,20,White,ba_tj,0.25,0,0,0,0,0,7,4,4,1,3.212121212
1,187,Female,NA,White,ba_ts,1,0,1,0,1,0,4,4,4,1,2.681818182
1,188,Male,18,White,bp_ts,0.5,0.5,0.5,0.5,0.5,0.5,2,2,3,1,3.055555556
1,189,Female,18,White,bp_rec,0.25,0,0,0,0.17,0.17,2,2,1,1,2.903030303
1,190,Female,18,White,ba_ts,1,0.25,1,0.5,1,0.5,5,5,3,3,2.388888889
1,191,Female,18,Hispanic,ba_tj,0,0.25,0,0,0,0,2,2,3,1,3.101010101
1,192,Female,21,White,bp_ts,0.5,0,0,0.5,0,0,5,3,3,1,2.624242424
1,193,Female,20,White,ba_rec,1,1,1,1,1.17,1.17,4,1,3,1,2.47979798
1,194,Female,21,White,bp_tj,1,1,1,1,1,1,4,3,3,1,2.075757576
1,195,Female,18,White,ba_rec,0.25,0,0.17,0.17,0.32,0.17,3,3,2,1,2.363636364
1,196,Female,18,White,ba_tj,0.5,0,1,0,1,1,3,2,1,1,2.494949495
1,197,Male,20,White,bp_tj,1,0.5,1,0.5,1.17,0.17,4,5,1,5,2.898989899
1,198,Female,20,American Indian/Alaskan Native,bp_rec,0,0,0,0,0.35,0,4,3,3,1,2.222222222
1,199,Female,18,White,bp_ts,0,0,0,0,0,0,4,4,3,1,2.939393939
1,200,Female,19,White,ba_ts,1,0.5,1,0.5,1,0.5,4,4,1,1,2.924242424
1,201,Male,20,White,ba_ts,0.25,0,0.25,0,0.17,0,5,5,1,1,3.237373737
1,202,Female,21,White,bp_rec,1,1,1,1,1,1,3,3,1,1,2.494949495
1,203,Male,18,Hispanic,bp_ts,0.5,0.1,0.5,0.1,0.5,0.1,3,2,1,1,3.707070707
1,204,Female,21,White,ba_tj,0.25,0.25,0,0,0.17,0.17,3,3,1,1,2.232323232
1,205,Female,21,White,ba_rec,0,0,0,0,0.25,0,5,2,5,1,2.702020202
1,206,Female,18,White,bp_tj,1,0.5,0,1,1,0,4,3,1,3,3.494949495
1,207,Male,19,White,ba_ts,1,0.5,0.5,0.5,0.5,0.25,2,2,2,3,2.267676768
1,208,Female,19,White,ba_tj,1,1,1,1,1,1,3,3,3,3,1.878787879
1,209,Female,18,White,bp_tj,0,0,0,0,0,0,4,4,1,1,2.409090909
1,210,Male,19,White,bp_ts,0,0.25,0,0,0,0,4,3,3,1,2.373737374
1,211,Female,20,White,ba_rec,0.25,0.25,0,0,0,0,3,3,1,1,2.772727273
1,212,Male,18,White,bp_rec,0.25,0.25,0.17,0,1.17,0.25,2,3,1,1,3.742424242
1,213,Male,20,White,bp_ts,0.5,0,0,0,0,0,5,NA,3,NA,3.126262626
1,214,Female,19,White,ba_rec,0.25,0,0,0,0.17,0.17,4,2,1,1,1.737373737
1,215,Female,19,White,bp_tj,1,1,1,0,1,1,2,4,1,1,2.883838384
1,216,Female,19,White,ba_tj,0.25,0.25,0.17,0.17,0.17,0.17,4,4,1,1,1.651515152
1,217,Male,21,"1,5",bp_rec,0.25,0,0,0,0.17,0,3,4,1,1,3.439393939
1,218,Male,18,White,bp_ts,0,0,0,0,0,0,4,4,1,1,3.439393939
1,219,Female,18,American Indian/Alaskan Native,bp_tj,NA,NA,0,0,0,0,4,4,1,1,2.95959596
1,220,Female,24,White,ba_ts,0.5,0.25,1,0.5,0.5,0,3,3,5,5,4.378787879
1,221,Male,21,Asian,bp_rec,1,1,1,1,1,0,4,4,1,1,3.065656566
1,222,Female,19,White,ba_rec,0.5,0,0,0,0,0,4,3,3,1,3.186868687
1,223,Female,18,White,ba_tj,0,0,0,0,0.17,0.17,4,4,5,5,2.737373737
1,224,Female,20,White,ba_rec,0,0,0.75,1,1,0,5,3,1,1,3.136363636
1,225,Female,19,White,ba_ts,0.5,0.5,1,0,1,1,1,4,3,2,1.904040404
1,226,Female,19,White,ba_tj,0,0.25,0,0,1.5,1,5,4,1,1,2.737373737
1,227,Male,19,Black/African American,ba_ts,0.5,0.5,0.5,0.5,1,1,2,2,1,1,2.287878788
1,228,Female,20,White,bp_tj,1,0.5,0.5,0.25,1,0.5,5,2,1,1,2.121212121
1,229,Male,18,White,bp_rec,1,1,1,0.5,1,1,4,4,4,5,2.893939394
1,230,Female,18,Asian,bp_ts,1,0,1,0,0,0,3,2,3,1,1.98989899
1,231,Male,18,White,bp_tj,1,1,1.17,1.17,0.17,1.17,4,4,1,1,3.924242424
1,232,Female,18,White,bp_ts,1,1,0,0,0,0,4,3,3,1,3.272727273
1,233,Male,19,White,bp_rec,1,1,1,1,1,0,2,2,3,1,2.828282828
1,234,Female,18,White,ba_tj,0.5,1,1,0.5,1,1,3,4,3,3,2.383838384
1,235,Female,18,White,ba_ts,0.5,0.5,1,0.5,0.5,0.5,1,1,1,1,2.641414141
1,236,Female,22,Hispanic,ba_rec,1,0.5,1,0.5,1,1,5,4,4,1,3.282828283
2,1,Female,31,Black/African American,bp_rec,NA,NA,NA,NA,NA,NA,4,3,5,5,4.141414141
2,2,Male,36,White,bp_ts,0,NA,NA,NA,NA,NA,3,5,2,2,4
2,3,Female,69,White,ba_ts,NA,0.5,NA,NA,NA,NA,3,4,3,1,3
2,4,Female,33,White,bp_rec,NA,NA,NA,NA,NA,NA,4,4,1,1,3.181818182
2,5,Male,34,White,bp_ts,0,NA,NA,NA,NA,NA,7,7,5,5,2.515151515
2,6,Male,27,"1,3,7",ba_rec,NA,NA,NA,0.57,NA,NA,4,4,1,1,1.621212121
2,7,Female,43,White,ba_tj,NA,NA,NA,NA,NA,1,5,4,1,1,3.904040404
2,8,Female,32,Black/African American,bp_tj,NA,NA,NA,NA,NA,NA,4,2,1,3,4.323232323
2,10,Female,40,White,bp_rec,NA,NA,1,NA,NA,NA,5,2,1,1,2.338383838
2,11,Female,59,White,ba_rec,NA,NA,NA,NA,NA,NA,7,4,1,1,5.202020202
2,13,Female,25,Asian,bp_ts,0.5,NA,NA,NA,NA,NA,5,2,3,1,2.151515152
2,14,Male,69,White,ba_tj,NA,NA,NA,NA,NA,0.5,5,5,3,3,2.404040404
2,15,Female,37,White,ba_tj,NA,NA,NA,NA,NA,1,3,3,3,3,2.676767677
2,16,Female,18,White,ba_rec,NA,NA,NA,NA,NA,NA,5,2,5,1,4.333333333
2,17,Male,58,White,ba_rec,NA,NA,NA,0,NA,NA,7,4,5,1,3.015151515
2,18,Male,26,Asian,bp_ts,1,NA,NA,NA,NA,NA,1,1,1,1,3.287878788
2,19,Female,47,White,ba_tj,NA,NA,NA,NA,NA,1,4,4,1,1,3.48989899
2,21,Male,34,White,ba_rec,NA,NA,NA,0.17,NA,NA,2,2,1,1,2.606060606
2,22,Female,49,White,ba_ts,NA,0,NA,NA,NA,NA,7,7,5,5,3.550505051
2,23,Male,30,White,bp_tj,NA,NA,NA,NA,0.5,NA,2,6,1,4,2.727272727
2,24,Female,29,White,ba_ts,NA,0.25,NA,NA,NA,NA,2,2,2,3,2.565656566
2,25,Male,69,White,bp_rec,NA,NA,1,NA,NA,NA,5,3,4,1,3.621212121
2,26,Male,38,White,bp_rec,NA,NA,0.76,NA,NA,NA,4,4,1,1,2.525252525
2,27,Female,39,White,ba_rec,NA,NA,NA,NA,NA,NA,4,4,1,1,3.5
2,28,Female,28,White,ba_tj,NA,NA,NA,NA,NA,2.17,1,1,1,1,2.348484848
2,29,Female,55,White,ba_rec,NA,NA,NA,0,NA,NA,4,1,1,1,2.97979798
2,30,Male,61,White,bp_tj,NA,NA,NA,NA,NA,NA,5,7,1,5,3.343434343
2,31,Male,56,White,bp_ts,1,NA,NA,NA,NA,NA,4,6,1,1,3.96969697
2,32,Male,26,Black/African American,bp_rec,NA,NA,0.53,NA,NA,NA,2,2,2,2,2.934343434
2,33,Female,24,Hispanic,bp_tj,NA,NA,NA,NA,1,NA,6,2,4,1,3.818181818
2,34,Male,55,Black/African American,bp_rec,NA,NA,2,NA,NA,NA,2,2,1,1,2.767676768
2,35,Male,31,White,bp_tj,NA,NA,NA,NA,NA,NA,3,4,1,3,2.585858586
2,36,Male,47,Asian,ba_tj,NA,NA,NA,NA,NA,0.5,4,2,1,1,3.656565657
2,37,Male,48,Black/African American,ba_rec,NA,NA,NA,NA,NA,NA,4,3,1,1,2.570707071
2,38,Female,37,White,ba_tj,NA,NA,NA,NA,NA,0.17,1,3,1,1,2.994949495
2,39,Male,49,White,ba_rec,NA,NA,NA,1,NA,NA,2,3,1,1,2.777777778
2,41,Male,38,White,ba_ts,NA,0.5,NA,NA,NA,NA,4,5,1,1,2.813131313
2,42,Male,33,Hispanic,ba_tj,NA,NA,NA,NA,NA,1,6,4,4,1,2.95959596
2,43,Female,28,Asian,bp_ts,0.25,NA,NA,NA,NA,NA,3,3,1,1,3.742424242
2,44,Male,41,White,ba_rec,NA,NA,NA,0.67,NA,NA,2,2,1,3,2.994949495
2,46,Male,31,Asian,bp_tj,NA,NA,NA,NA,NA,NA,6,3,4,3,2.747474747
2,47,Male,39,White,bp_rec,NA,NA,1,NA,NA,NA,6,5,1,1,3.318181818
2,48,Male,38,White,bp_tj,NA,NA,NA,NA,NA,NA,4,4,1,5,3.363636364
2,49,Male,38,White,bp_tj,NA,NA,NA,NA,NA,NA,4,4,1,1,3.772727273
2,50,Male,37,White,bp_rec,NA,NA,1,NA,NA,NA,2,3,3,4,3.575757576
2,51,Female,57,White,ba_rec,NA,NA,NA,1.17,NA,NA,1,1,1,1,1.570707071
2,52,Female,69,White,ba_rec,NA,NA,NA,0.42,NA,NA,5,4,1,1,2.51010101
2,53,Female,48,"1,3",bp_ts,0.17,NA,NA,NA,NA,NA,4,6,3,1,3.358585859
2,54,Male,34,Black/African American,bp_ts,0.25,NA,NA,NA,NA,NA,1,1,1,1,3.186868687
2,55,Female,49,White,bp_ts,0.5,NA,NA,NA,NA,NA,4,4,3,4,3.550505051
2,56,Female,65,White,ba_ts,NA,0.5,NA,NA,NA,NA,6,2,4,1,2.378787879
2,57,Female,62,White,bp_rec,NA,NA,1,NA,NA,NA,3,3,1,1,2.131313131
